id,rep_id,office_type,line1,line2,line3,line4,line5,latitude,longitude,lonlat,created_at,updated_at,phone
157,79,district,300 E 8th,Suite 961,"Austin, TX 78701",,,30.269401,-97.7390867,,2016-12-22 18:54:57.908671,2016-12-22 18:54:57.908671,(512) 916-5834
159,80,district,77 N. Main Street,Suite 112,"Cedar City, UT 84720",,,37.6787282,-113.0619776,,2016-12-22 18:54:59.757034,2016-12-22 18:54:59.757034,(435) 586-8435
160,80,capitol,104 Hart Senate Office Building,"Washington, DC 20002",,,,38.8928596,-77.0046865,,2016-12-22 18:54:59.851439,2016-12-22 18:54:59.851439,(202) 224-5251
161,81,district,"James V. Hansen Federal Building, 324 25th Street",Suite 1410,"Ogden, Utah 84401",,,,,,2016-12-22 18:55:01.621951,2016-12-22 18:55:01.621951,(801) 392-9633
163,82,district,919 East Main Street,Suite 970,"Richmond, VA 23219",,,37.5374358,-77.4362913,,2016-12-22 18:55:03.446842,2016-12-22 18:55:03.446842,(804) 771-2221
165,83,district,180 West Main Street,"Abingdon, VA 24210",,,,36.7095562,-81.9767798,,2016-12-22 18:55:05.091638,2016-12-22 18:55:05.091638,(276) 628-8158
167,84,district,199 Main Street,4th Floor,"Burlington, VT 05401",,,44.4755314,-73.2112826,,2016-12-22 18:55:06.63802,2016-12-22 18:55:06.63802,(802) 863-2525
169,85,district,1 Church St,3rd Floor,"Burlington, VT 05401",,,44.4802081,-73.2130702,,2016-12-22 18:55:08.538782,2016-12-22 18:55:08.538782,(802) 862-0697
171,86,district,915 Second Avenue,Suite 3206,"Seattle, WA 98174",,,47.6046037,-122.3356036,,2016-12-22 18:55:10.505012,2016-12-22 18:55:10.505012,(206) 220-6400
173,87,district,2930 Wetmore Avenue,Ste. 9D,"Everett, Washington 98201",,,47.9781562,-122.2076204,,2016-12-22 18:55:11.992452,2016-12-22 18:55:11.992452,(425) 259-6515
175,88,district,402 Graham Street,Suite 206,"Eau Claire, WI 54701-2633",,,44.8094935,-91.4995641,,2016-12-22 18:55:13.888733,2016-12-22 18:55:13.888733,(715) 832-8424
177,89,district,517 East Wisconsin Avenue,Suite 408,"Milwaukee, WI 53202",,,43.0382241,-87.90456,,2016-12-22 18:55:15.572854,2016-12-22 18:55:15.572854,(414) 276-7282
179,90,district,500 Virginia Street East,Suite 950,"Charleston, WV 25301",,,38.3511449,-81.6380602,,2016-12-22 18:55:17.263617,2016-12-22 18:55:17.263617,(304) 347-5372
181,91,district,900 Pennsylvania Avenue,Suite 629,"Charleston, WV 25302",,,38.3590792,-81.6350089,,2016-12-22 18:55:18.982656,2016-12-22 18:55:18.982656,(304) 342-5855
182,91,capitol,306 Hart Senate Office Building,"Washington, DC 20002",,,,38.8928596,-77.0046865,,2016-12-22 18:55:19.082961,2016-12-22 18:55:19.082961,(202) 224-3954
183,92,district,100 East B Street,Suite 2201,"Casper, WY 82601",,,42.8524124,-106.3248373,,2016-12-22 18:55:20.586543,2016-12-22 18:55:20.586543,(307) 261-6413
185,93,district,Dick Cheney Federal Building,"100 East B Street, Suite 3201","Casper, WY 82601",,,,,,2016-12-22 18:55:22.303709,2016-12-22 18:55:22.303709,(307) 261-6572
186,93,capitol,379A Russell Senate Office Building,"Washington, DC 20002",,,,38.8925417,-77.0074155,,2016-12-22 18:55:22.39978,2016-12-22 18:55:22.39978,(202) 224-3424
187,4,capitol,304 Russell Senate Office Building,,"Washington, DC 20510",,,38.8928897,-77.0038649,,2016-12-22 19:23:17.037223,2016-12-22 19:23:17.037223,
188,94,district,3535 Grandview Parkway,,"Birmingham, AL 35243",,,33.4391291,-86.7225137,,2016-12-22 19:23:19.488697,2016-12-22 19:23:19.488697,(202) 225-4921
189,94,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 19:23:19.580951,2016-12-22 19:23:19.580951,(205) 968-1290
190,95,capitol,State Capitol,,"Montgomery, AL 36130",,,32.3777379,-86.3002617,,2016-12-22 19:23:20.725456,2016-12-22 19:23:20.725456,(334) 242-7100
191,96,district,"11 South Union Street,",,"Montgomery, AL 36130",,,32.3773007,-86.2988463,,2016-12-22 19:23:21.946634,2016-12-22 19:23:21.946634,(334) 242-7900
192,97,capitol,2236 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 19:23:29.357129,2016-12-22 19:23:29.357129,(202) 225-4931
193,98,district,1133 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 19:23:44.070492,2016-12-22 19:23:44.070492,(202) 225-2665
194,99,district,1230 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 19:23:51.449114,2016-12-22 19:23:51.449114,(202) 225-4801
195,100,district,428 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 19:24:20.158577,2016-12-22 19:24:20.158577,(202) 225-2901
196,101,capitol,324 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 19:24:33.531191,2016-12-22 19:24:33.531191,(202) 225-3261
197,102,capitol,2369 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 19:25:20.160083,2016-12-22 19:25:20.160083,(202) 225-4876
198,8,capitol,241 Russell Senate Ofc. Bldg.,,"Washington, DC 20510",,,38.8924609,-77.0074545,,2016-12-22 19:42:04.861329,2016-12-22 19:42:04.861329,
199,7,capitol,368 Russell Senate Office Building,,"Washington, DC 20510",,,38.8925417,-77.0074155,,2016-12-22 19:42:05.817303,2016-12-22 19:42:05.817303,
200,103,district,504 Cannon HOB,,"Washington, DC 20515",,,38.8868486,-77.0071099,,2016-12-22 19:42:06.73951,2016-12-22 19:42:06.73951,(202) 225-2315
201,104,district,Executive Tower,,"Phoenix, AZ 85007",,,,,,2016-12-22 19:42:07.837314,2016-12-22 19:42:07.837314,(602) 542-4331
202,58,capitol,110 Hart Senate Office Building,,"Washington, DC 20510",,,38.8928388,-77.0043561,,2016-12-22 19:42:24.114353,2016-12-22 19:42:24.114353,
203,57,capitol,702 Hart Senate Office Building,,"Washington, DC 20510",,,38.8928388,-77.0043561,,2016-12-22 19:42:25.282356,2016-12-22 19:42:25.282356,
204,105,district,490 Old Santa Fe Trail,,"Santa fe, NM 87501",,,35.681963,-105.938823,,2016-12-22 19:42:26.28584,2016-12-22 19:42:26.28584,(505) 476-2200
205,106,district,490 Old Santa Fe Trail,,"Santa fe, NM 87501",,,35.681963,-105.938823,,2016-12-22 19:42:26.487156,2016-12-22 19:42:26.487156,(505) 476-2250
206,107,capitol,330 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 19:42:40.40766,2016-12-22 19:42:40.40766,(202) 225-3361
207,108,district,411 North Central Avenue,,"Phoenix, AZ 85004",,,33.452957,-112.0734511,,2016-12-22 19:42:49.274403,2016-12-22 19:42:49.274403,(202) 225-4065
208,108,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 19:42:49.367035,2016-12-22 19:42:49.367035,(602) 256-0551
209,109,capitol,2435 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-22 19:42:57.700685,2016-12-22 19:42:57.700685,(202) 225-4576
210,110,district,1511 Longworth HOB,,"Washington, DC 20515",,,38.8870255,-77.0084917,,2016-12-22 19:43:09.806177,2016-12-22 19:43:09.806177,(202) 225-2435
158,79,capitol,185 Dirksen Senate Office Building,,"Washington, DC 20510",,,38.8925417,-77.0074155,,2016-12-22 18:54:58.007094,2016-12-25 18:42:03.604815,(202) 224-5922
162,81,capitol,316 Hart Senate Office Building,,"Washington, DC 20510",,,38.8925417,-77.0074155,,2016-12-22 18:55:01.719065,2016-12-25 21:45:49.123229,(202) 224-5444
166,83,capitol,459A Russell Senate Office Building,,"Washington, DC 20510",,,38.8925417,-77.0074155,,2016-12-22 18:55:05.206046,2016-12-25 21:59:37.04191,(202) 224-2023
164,82,capitol,B40C Dirksen Senate Office Building,,"Washington, DC 20510",,,38.8937864,-77.0037567,,2016-12-22 18:55:03.54239,2016-12-25 21:59:37.963574,(202) 224-4024
174,87,capitol,154 Russell Senate Office Building,,"Washington, DC 20510",,,38.8928011,-77.0068752,,2016-12-22 18:55:12.0998,2016-12-25 23:30:07.508257,(202) 224-2621
180,90,capitol,United States Senate,,"Washington, DC 20510",,,38.8928369,-77.0051216,,2016-12-22 18:55:17.37769,2016-12-26 01:36:17.609905,(202) 224-6472
178,89,capitol,328 Hart Senate Office Building,,"Washington, DC 20510",,,38.8928388,-77.0043561,,2016-12-22 18:55:15.669492,2016-12-26 05:35:38.150899,(202) 224-5323
176,88,capitol,717 Hart Senate Office Building,,"Washington, DC 20510",,,38.8928596,-77.0046865,,2016-12-22 18:55:13.982475,2016-12-26 05:35:39.282326,(202) 224-5653
170,85,capitol,332 Dirksen Building,,"Washington, DC 20510",,,38.8928337,-77.0047506,,2016-12-22 18:55:08.632905,2016-12-26 06:06:29.507619,(202) 224-5141
168,84,capitol,437 Russell Senate Bldg,,"Washington, DC 20510",,,38.8928448,-77.0074941,,2016-12-22 18:55:06.733573,2016-12-26 06:06:30.076661,(202) 224-4242
211,111,district,4400 East Broadway Boulevard,,"Tucson, AZ 85711",,,32.2209228,-110.8978934,,2016-12-22 19:43:18.287658,2016-12-22 19:43:18.287658,(202) 225-2542
212,111,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 19:43:18.384115,2016-12-22 19:43:18.384115,(520) 459-3115
213,112,capitol,2349 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 19:44:10.508108,2016-12-22 19:44:10.508108,(202) 225-2635
214,113,capitol,1237 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 19:44:52.278819,2016-12-22 19:44:52.278819,(202) 225-9888
215,114,district,1205 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 19:46:32.058546,2016-12-22 19:46:32.058546,(202) 225-2190
216,5,capitol,320 Hart Senate Office Building,,"Washington, DC 20510",,,38.9309745,-77.0362642,,2016-12-22 20:03:41.966164,2016-12-22 20:03:41.966164,
217,6,capitol,United States Senate,,"Washington, DC 20510",,,38.8928369,-77.0051216,,2016-12-22 20:03:43.013526,2016-12-22 20:03:43.013526,
218,115,district,1119 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:03:43.842471,2016-12-22 20:03:43.842471,(202) 225-4301
219,116,capitol,State Capitol Room 250,,"Little rock, AR 72201",,,34.7472786,-92.2894934,,2016-12-22 20:03:44.901823,2016-12-22 20:03:44.901823,(501) 682-2345
220,117,capitol,State Capitol,,"Little rock, AR 72201-1061",,,34.7459431,-92.2920913,,2016-12-22 20:03:46.01804,2016-12-22 20:03:46.01804,(501) 682-2144
221,118,district,1711 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:03:53.640981,2016-12-22 20:03:53.640981,(202) 225-4076
222,119,district,1501 North University Avenue,,"Little rock, AR 72207",,,34.7651263,-92.3397715,,2016-12-22 20:04:01.361144,2016-12-22 20:04:01.361144,(202) 225-2506
223,119,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 20:04:01.45337,2016-12-22 20:04:01.45337,(501) 358-3481
224,120,district,101 North Washington Street,,"El dorado, AR 71730",,,33.2122274,-92.6633531,,2016-12-22 20:04:22.892135,2016-12-22 20:04:22.892135,(202) 225-3772
225,120,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 20:04:23.002369,2016-12-22 20:04:23.002369,(501) 609-9796
226,9,capitol,331 Hart Senate Office Building,,"Washington, DC 20510",,,38.8929346,-77.0039355,,2016-12-22 20:16:22.105322,2016-12-22 20:16:22.105322,
227,121,capitol,2221 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 20:16:23.105898,2016-12-22 20:16:23.105898,(202) 225-2201
228,122,capitol,112 Hart Senate Office Building,,"Washington, DC 20510",,,38.8928388,-77.0043561,,2016-12-22 20:16:24.254691,2016-12-22 20:16:24.254691,(202) 224-3553
229,123,capitol,c/o State Capitol,,"Sacramento, CA 95814",,,38.5745888,-121.4856778,,2016-12-22 20:16:25.234614,2016-12-22 20:16:25.234614,(916) 445-2841
230,124,capitol,State Capitol,,"Sacramento, CA 95814",,,38.5766608,-121.4936369,,2016-12-22 20:16:26.139575,2016-12-22 20:16:26.139575,(916) 445-8994
231,125,district,223 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 20:16:33.197816,2016-12-22 20:16:33.197816,(202) 225-5672
232,126,capitol,1222 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:16:41.087758,2016-12-22 20:16:41.087758,(202) 225-5861
233,127,capitol,2347 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 20:16:54.565205,2016-12-22 20:16:54.565205,(202) 225-3906
234,128,district,241 Cannon Building,,"Washington, DC 20515",,,38.8867705,-77.0068733,,2016-12-22 20:17:02.137518,2016-12-22 20:17:02.137518,(202) 225-8104
235,129,capitol,506 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 20:17:10.024562,2016-12-22 20:17:10.024562,(202) 225-3076
236,130,district,5055 Wilshire Boulevard,,"Los angeles, CA 90036",,,34.062551,-118.3402319,,2016-12-22 20:17:18.661401,2016-12-22 20:17:18.661401,(202) 225-3976
237,130,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 20:17:18.766116,2016-12-22 20:17:18.766116,(323) 651-1040
238,131,district,3333 Michelson Drive,,"Irvine, CA 92612",,,33.6725307,-117.8438666,,2016-12-22 20:17:26.177851,2016-12-22 20:17:26.177851,(202) 225-5611
239,131,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 20:17:26.285647,2016-12-22 20:17:26.285647,(949) 263-8703
240,132,district,1210 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:17:33.941751,2016-12-22 20:17:33.941751,(202) 225-1947
241,133,capitol,1019 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:17:41.655423,2016-12-22 20:17:41.655423,(202) 225-5811
242,134,capitol,1630 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:17:49.49199,2016-12-22 20:17:49.49199,(202) 225-5161
243,135,capitol,2423 Rayburn Building,,"Washington, DC 20515",,,38.8871071,-77.0104748,,2016-12-22 20:18:00.789146,2016-12-22 20:18:00.789146,(202) 225-6676
244,136,capitol,2231 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 20:18:08.652784,2016-12-22 20:18:08.652784,(202) 225-3601
245,137,district,1008 West Avenue M-14,,"Palmdale, CA 93551",,,34.6327078,-118.1484295,,2016-12-22 20:18:23.25815,2016-12-22 20:18:23.25815,(202) 225-1956
246,137,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 20:18:23.365163,2016-12-22 20:18:23.365163,(661) 441-0320
247,138,district,231 Cannon Office Building,,"Washington, DC 20515",,,,,,2016-12-22 20:18:31.030209,2016-12-22 20:18:31.030209,(202) 225-3311
248,139,district,434 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 20:19:00.464568,2016-12-22 20:19:00.464568,(202) 225-2511
249,140,capitol,2438 Rayburn HOB,,"Washington, DC 20515",,,38.886865,-77.010122,,2016-12-22 20:19:07.95591,2016-12-22 20:19:07.95591,(202) 225-1880
250,141,district,1730 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:19:28.834165,2016-12-22 20:19:28.834165,(202) 225-4540
251,142,capitol,2242 Rayburn HOB,,"Washington, DC 20515",,,38.8869167,-77.011004,,2016-12-22 20:19:36.428731,2016-12-22 20:19:36.428731,(202) 225-5911
252,143,capitol,2411 Rayburn HOB,,"Washington, DC 20515",,,38.8870699,-77.0108425,,2016-12-22 20:19:51.348211,2016-12-22 20:19:51.348211,(202) 225-4176
253,144,capitol,515 Cannon House Office Bldg,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 20:20:39.486999,2016-12-22 20:20:39.486999,(202) 225-7924
254,145,capitol,2434 Rayburn Building,,"Washington, DC 20515",,,38.88623,-77.010185,,2016-12-22 20:21:14.832683,2016-12-22 20:21:14.832683,(202) 225-7163
255,146,district,1114 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:22:10.134919,2016-12-22 20:22:10.134919,(202) 225-2965
256,147,capitol,2267 Rayburn HOB,,"Washington, DC 20515",,,38.886795,-77.0102385,,2016-12-22 20:22:21.700988,2016-12-22 20:22:21.700988,(202) 225-2661
257,148,district,8300 Utica Avenue,,"Rancho cucamonga, CA 91730",,,34.1025976,-117.5717983,,2016-12-22 20:22:30.10359,2016-12-22 20:22:30.10359,(202) 225-3201
258,148,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 20:22:30.214197,2016-12-22 20:22:30.214197,(909) 980-1492
259,149,capitol,1526 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:22:37.980819,2016-12-22 20:22:37.980819,(202) 225-2040
260,150,capitol,2300 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 20:22:47.146676,2016-12-22 20:22:47.146676,(202) 225-2415
261,151,capitol,2410 Rayburn House Office Building,,"Washington, DC 20515",,,38.887285,-77.0107711,,2016-12-22 20:23:47.145527,2016-12-22 20:23:47.145527,(202) 225-0508
262,152,district,3200 Inland Empire Boulevard,,"Ontario, CA 91762",,,34.0707079,-117.5807122,,2016-12-22 20:24:04.637734,2016-12-22 20:24:04.637734,(202) 225-6161
263,152,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 20:24:04.757049,2016-12-22 20:24:04.757049,(909) 481-6474
264,153,capitol,2185 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 20:24:43.556629,2016-12-22 20:24:43.556629,(202) 225-4111
265,154,district,1314 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:24:59.177349,2016-12-22 20:24:59.177349,(202) 225-3341
266,155,capitol,1226 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:25:16.068289,2016-12-22 20:25:16.068289,(202) 225-6235
267,156,capitol,1004 Longworth House Office Bldg,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:25:30.61758,2016-12-22 20:25:30.61758,(202) 225-4695
268,157,capitol,2421 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 20:25:38.122062,2016-12-22 20:25:38.122062,(202) 225-2915
269,158,district,1713 Longworth HOB,,"Washington, DC 20515",,,38.8870235,-77.0085469,,2016-12-22 20:25:52.500316,2016-12-22 20:25:52.500316,(202) 225-2631
270,159,capitol,501 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 20:26:42.619828,2016-12-22 20:26:42.619828,(202) 225-5065
271,160,capitol,2330 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 20:27:19.574809,2016-12-22 20:27:19.574809,(202) 225-1766
272,161,district,1520 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:27:34.445368,2016-12-22 20:27:34.445368,(202) 225-5464
273,162,capitol,1507 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:27:56.375751,2016-12-22 20:27:56.375751,(202) 225-2305
274,163,capitol,211 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 20:28:17.803206,2016-12-22 20:28:17.803206,(202) 225-3531
275,164,capitol,1605 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:28:52.607873,2016-12-22 20:28:52.607873,(202) 225-8045
276,165,capitol,1508 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:29:07.117836,2016-12-22 20:29:07.117836,(202) 225-6131
277,166,district,1610 Longworth,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:29:53.817437,2016-12-22 20:29:53.817437,(202) 225-5256
278,167,capitol,404 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 20:30:10.033039,2016-12-22 20:30:10.033039,(202) 225-8220
279,168,district,440 Civic Center Plaza,,"Richmond, CA 94804",,,37.9367699,-122.3428337,,2016-12-22 20:30:57.231329,2016-12-22 20:30:57.231329,(202) 225-2095
280,168,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 20:30:57.324502,2016-12-22 20:30:57.324502,(925) 933-2660
281,169,capitol,1319 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:31:27.719347,2016-12-22 20:31:27.719347,(202) 225-5330
282,170,capitol,2269 Rayburn Building,,"Washington, DC 20515",,,38.8867561,-77.0105605,,2016-12-22 20:36:12.808942,2016-12-22 20:36:12.808942,(202) 225-1986
283,171,capitol,1401 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:40:17.333831,2016-12-22 20:40:17.333831,(202) 225-3072
284,172,district,1126 Longworth HOB,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:40:54.753932,2016-12-22 20:40:54.753932,(202) 225-2861
285,173,district,235 Cannon H.O.B.,,"Washington, DC 20515",,,,,,2016-12-22 20:43:27.484989,2016-12-22 20:43:27.484989,(202) 225-4965
286,174,capitol,1013 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:45:40.023313,2016-12-22 20:45:40.023313,(202) 225-2523
287,175,district,408 Cannon HOB,,"Washington, DC 20515",,,38.8867571,-77.0073903,,2016-12-22 20:46:15.023687,2016-12-22 20:46:15.023687,(202) 225-7084
288,176,capitol,1408 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 20:52:32.347592,2016-12-22 20:52:32.347592,(202) 225-5716
289,59,capitol,324 Hart Senate Office Building,,"Washington, DC 20510",,,38.8928388,-77.0043561,,2016-12-22 21:01:18.002241,2016-12-22 21:01:18.002241,
290,177,district,2250 Las Vegas Blvd. N,,"North las vegas, NV 89030",,,36.2004978,-115.1214764,,2016-12-22 21:01:19.926636,2016-12-22 21:01:19.926636,(202) 225-9894
291,177,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 21:01:20.031319,2016-12-22 21:01:20.031319,(702) 912-1634
292,178,capitol,522 Hart Senate Office Bldg,,"Washington, DC 20510",,,38.8926361,-77.0038658,,2016-12-22 21:01:21.012963,2016-12-22 21:01:21.012963,(202) 224-3542
293,179,capitol,State Capitol Building,,"Carson city, NV 89701",,,39.1638603,-119.7660727,,2016-12-22 21:01:22.084026,2016-12-22 21:01:22.084026,(775) 684-5670
294,180,capitol,State Capitol Building,,"Carson city, NV 89701",,,39.1638603,-119.7660727,,2016-12-22 21:01:22.314145,2016-12-22 21:01:22.314145,(775) 684-7111
295,10,capitol,458 Russell Senate Office Building,,"Washington, DC 20510",,,38.8925417,-77.0074155,,2016-12-22 21:22:41.897585,2016-12-22 21:22:41.897585,
296,11,capitol,United States Senate,,"Washington, DC 20510",,,38.8928369,-77.0051216,,2016-12-22 21:22:43.100334,2016-12-22 21:22:43.100334,
297,181,capitol,136 State Capitol,,"Denver, CO 80203",,,39.7393251,-104.9848069,,2016-12-22 21:22:44.145053,2016-12-22 21:22:44.145053,(303) 866-2471
298,182,capitol,130 State Capitol,,"Denver, CO 80203",,,,,,2016-12-22 21:22:45.04763,2016-12-22 21:22:45.04763,(303) 866-2087
299,183,capitol,2402 Rayburn HOB,,"Washington, DC 20515",,,38.887099,-77.01055,,2016-12-22 21:22:52.622191,2016-12-22 21:22:52.622191,(202) 225-4422
300,184,district,218 Cannon HOB,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 21:23:07.058437,2016-12-22 21:23:07.058437,(202) 225-4761
301,185,capitol,1433 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 21:24:04.084789,2016-12-22 21:24:04.084789,(202) 225-2161
302,186,district,7505 Village Square Drive,,"Castle pines, CO 80108",,,39.4716111,-104.8786118,,2016-12-22 21:24:25.719251,2016-12-22 21:24:25.719251,(202) 225-4676
303,186,capitol,United States House of Representatives,,"Washington, DC 20515",,,,,,2016-12-22 21:24:25.823435,2016-12-22 21:24:25.823435,(970) 702-2136
304,187,capitol,2368 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 21:24:39.262336,2016-12-22 21:24:39.262336,(202) 225-4431
305,188,capitol,1410 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 21:25:24.230823,2016-12-22 21:25:24.230823,(202) 225-2645
306,189,capitol,2443 Rayburn HOB,,"Washington, DC 20515",,,38.886728,-77.0106088,,2016-12-22 21:29:06.980628,2016-12-22 21:29:06.980628,(202) 225-7882
307,12,capitol,724 Hart Senate Office Bldg.,,"Washington, DC 20510",,,38.8928388,-77.0043561,,2016-12-22 21:38:09.566753,2016-12-22 21:38:09.566753,
308,13,capitol,303 Hart Senate Office Building,,"Washington, DC 20510",,,38.8928388,-77.0043561,,2016-12-22 21:38:10.87895,2016-12-22 21:38:10.87895,
309,190,capitol,509 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 21:38:11.886641,2016-12-22 21:38:11.886641,(202) 225-4476
310,191,capitol,210 CAPITOL AVENUE,,"Hartford, CT 06106",,,41.764128,-72.6822738,,2016-12-22 21:38:13.012527,2016-12-22 21:38:13.012527,(860) 566-4840
311,192,capitol,210 CAPITOL ROOM 304 AVENUE,,"Hartford, CT 06106",,,,,,2016-12-22 21:38:13.985664,2016-12-22 21:38:13.985664,(860) 524-7384
312,193,capitol,2348 Rayburn HOB,,"Washington, DC 20515",,,,,,2016-12-22 21:38:28.309822,2016-12-22 21:38:28.309822,(202) 225-2076
313,194,capitol,119 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 21:39:19.664656,2016-12-22 21:39:19.664656,(202) 225-5541
314,195,capitol,2413 Rayburn House Office Building,,"Washington, DC 20515",,,38.8871071,-77.0104749,,2016-12-22 21:41:15.665854,2016-12-22 21:41:15.665854,(202) 225-3661
315,196,capitol,1501 Longworth House Office Building,,"Washington, DC 20515",,,38.8867806,-77.008414,,2016-12-22 21:41:36.00983,2016-12-22 21:41:36.00983,(202) 225-2265
316,16,capitol,716 Senate Hart Office Building,,"Washington, DC 20510",,,38.8928388,-77.0043561,,2016-12-22 21:44:46.036395,2016-12-22 21:44:46.036395,
317,17,capitol,284 Russell Senate Office Building,,"Washington, DC 20510",,,38.8924547,-77.0074005,,2016-12-22 21:44:47.235286,2016-12-22 21:44:47.235286,
318,197,capitol,The Capitol,,"Tallahassee, FL 32399",,,30.43806,-84.2828542,,2016-12-22 21:44:48.341369,2016-12-22 21:44:48.341369,(850) 717-9337
319,200,capitol,336 Cannon House Office Building,,"Washington, DC 20515",,,38.8867621,-77.0069216,,2016-12-22 21:45:27.757507,2016-12-22 21:45:27.757507,(202) 225-4136
