id,district_id,state_id,office,member_full,name,last_name,first_name,party,email,url,twitter,facebook,youtube,googleplus,committees,senate_class,bioguide_id,photo,created_at,updated_at
4,,25,United States Senate,Shelby (R-AL),Richard C. Shelby,Shelby,Richard C.,Republican,"---
- https://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby
",http://www.shelby.senate.gov/,SenShelbyPress,RichardShelby,SenatorRichardShelby,,,Class III,S000320,AL_Shelby.jpg (https://dl.airtable.com/VwEqRka6TaB0q3aMsYnC_AL_Shelby.jpg),2016-12-22 18:52:59.172729,2016-12-22 19:23:16.942001
94,144,25,United States House of Representatives AL-06,,Gary J. Palmer,Palmer,Gary J.,Republican,,https://palmer.house.gov/,USRepGaryPalmer,,UCYZfP-cNIvlJY3AcAc9OPpQ,,,,,https://palmer.house.gov/sites/palmer.house.gov/files/styles/congress_image_large/public/photos/Palmer%20Official%20Photo.jpg?itok=SLAV5ubg,2016-12-22 19:23:19.398124,2016-12-22 19:23:19.398124
95,,25,Governor,,Robert Bentley,Bentley,Robert,Republican,,http://governor.alabama.gov/,GovernorBentley,RobertBentley2010,govbentley,,,,,http://governor.alabama.gov/assets/2013/08/Robert-Bentley.jpg,2016-12-22 19:23:20.627425,2016-12-22 19:23:20.627425
96,,25,Lieutenant Governor,,Kay Ivey,Ivey,Kay,Republican,,http://ltgov.alabama.gov/,LtGovIvey,KayIveyAL,,,,,,,2016-12-22 19:23:21.857067,2016-12-22 19:23:21.857067
97,108,25,United States House of Representatives AL-01,,Bradley Byrne,Byrne,Bradley,Republican,,http://byrne.house.gov/,RepByrne,RepByrne,UCRUXmqQbrKo0T6xi_GT7TEA,,,,,http://byrne.house.gov/sites/byrne.house.gov/files/styles/congress_image_medium/public/wysiwyg_uploaded/Rep%20Byrne%20Official%20Portrait%202.25.14.jpg?itok=6HntFhIb,2016-12-22 19:23:29.264151,2016-12-22 19:23:29.264151
98,432,25,United States House of Representatives AL-07,,Terri A. Sewell,Sewell,Terri A.,Democratic,,http://sewell.house.gov/,RepTerriSewell,RepSewell,RepSewell,109352802918646563284,,,,http://sewell.house.gov/sites/sewell.house.gov/files/documents/Final%20Headshot.JPG,2016-12-22 19:23:43.975575,2016-12-22 19:23:43.975575
99,389,25,United States House of Representatives AL-05,,Mo Brooks,Brooks,Mo,Republican,,http://brooks.house.gov/,RepMoBrooks,155220881193244,RepMoBrooks,,,,,,2016-12-22 19:23:51.354902,2016-12-22 19:23:51.354902
100,390,25,United States House of Representatives AL-02,,Martha Roby,Roby,Martha,Republican,,http://roby.house.gov/,RepMarthaRoby,Representative.Martha.Roby,repmartharoby,,,,,https://roby.house.gov/sites/roby.house.gov/files/images/roby_about.JPG,2016-12-22 19:24:20.064189,2016-12-22 19:24:20.064189
77,,14,United States Senate,Corker (R-TN),Bob Corker,Corker,Bob,Republican,"---
- https://www.corker.senate.gov/public/index.cfm/emailme
",http://www.corker.senate.gov/,SenBobCorker,bobcorker,senatorcorker,,,Class I,C001071,TN_Corker.jpg (https://dl.airtable.com/afOcmTeQwGu9x2mEYaV7_TN_Corker.jpg),2016-12-22 18:54:54.086308,2016-12-23 12:25:19.261661
78,,42,United States Senate,Cornyn (R-TX),John Cornyn,Cornyn,John,Republican,"---
- https://www.cornyn.senate.gov/contact
",http://www.cornyn.senate.gov/,JohnCornyn,Sen.JohnCornyn,senjohncornyn,,,Class II,C001056,TX_Cornyn.jpg (https://dl.airtable.com/tOtqJwpSOxYaiwCxRgaQ_TX_Cornyn.jpg),2016-12-22 18:54:56.013857,2016-12-25 18:42:02.817467
79,,42,United States Senate,Cruz (R-TX),Ted Cruz,Cruz,Ted,Republican,"---
- http://www.cruz.senate.gov/?p=email_senator
",http://www.cruz.senate.gov,SenTedCruz,SenatorTedCruz,sentedcruz,,,Class I,C001098,TX_Cruz.jpg (https://dl.airtable.com/aWEmqjGRqOK8OHngNZai_TX_Cruz.jpg),2016-12-22 18:54:57.807135,2016-12-25 18:42:03.609961
81,,13,United States Senate,Lee (R-UT),Mike Lee,Lee,Mike,Republican,"---
- https://www.lee.senate.gov/public/index.cfm/contact
",http://www.lee.senate.gov/,SenMikeLee,senatormikelee,senatormikelee,,,Class III,L000577,UT_Lee.jpeg (https://dl.airtable.com/RXj4wfYQRtm8mpcB9yPA_UT_Lee.jpeg),2016-12-22 18:55:01.504809,2016-12-25 21:45:49.144693
80,,13,United States Senate,Hatch (R-UT),Orrin G. Hatch,Hatch,Orrin G.,Republican,"---
- http://www.hatch.senate.gov/public/index.cfm/contact?p=Email-Orrin
",http://www.hatch.senate.gov/,SenOrrinHatch,,SenatorOrrinHatch,,,Class I,H000338,UT_Hatch.jpg (https://dl.airtable.com/PqSwysU0RDeaT6fUkQDo_UT_Hatch.jpg),2016-12-22 18:54:59.660258,2016-12-25 21:45:49.782885
83,,31,United States Senate,Warner (D-VA),Mark R. Warner,Warner,Mark R.,Democratic,"---
- http://www.warner.senate.gov/public/index.cfm?p=Contact
",http://www.warner.senate.gov,MarkWarner,MarkRWarner,SenatorMarkWarner,,,Class II,W000805,VA_Warner.jpg (https://dl.airtable.com/x3yms1IxQiK7Va1Jbi2r_VA_Warner.jpg),2016-12-22 18:55:04.997564,2016-12-25 21:59:37.049523
82,,31,United States Senate,Kaine (D-VA),Tim Kaine,Kaine,Tim,Democratic,"---
- https://www.kaine.senate.gov/contact
",http://www.kaine.senate.gov/,SenKaineOffice,SenatorKaine,SenatorTimKaine,,,Class I,K000384,VA_Kaine.jpg (https://dl.airtable.com/O5ciNnw9QxK1tqi8Dm91_VA_Kaine.jpg),2016-12-22 18:55:03.346116,2016-12-25 21:59:37.969918
86,,2,United States Senate,Cantwell (D-WA),Maria Cantwell,Cantwell,Maria,Democratic,"---
- http://www.cantwell.senate.gov/public/index.cfm/email-maria
",http://www.cantwell.senate.gov,CantwellPress,senatorcantwell,SenatorCantwell,,,Class I,C000127,WA_Cantwell.jpg (https://dl.airtable.com/EmQR7LgASSaq8nD2LFL3_WA_Cantwell.jpg),2016-12-22 18:55:10.41104,2016-12-25 23:30:05.147523
90,,32,United States Senate,Capito (R-WV),Shelley Moore Capito,Capito,Shelley Moore,Republican,"---
- https://www.capito.senate.gov/contact/contact-shelley
",http://www.capito.senate.gov,CapitoforWV,senshelley,UCbiXdR4XQ3vD9Xp5lfR9QXw,,,Class II,C001047,WV_Capito.png (https://dl.airtable.com/V6FAzyoYRdmZVbjQBGi8_WV_Capito.png),2016-12-22 18:55:17.162558,2016-12-26 01:36:17.618777
89,,26,United States Senate,Johnson (R-WI),Ron Johnson,Johnson,Ron,Republican,"---
- https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator
",http://www.ronjohnson.senate.gov/,SenRonJohnson,senronjohnson,SenatorRonJohnson,,,Class III,J000293,WI_Johnson.jpg (https://dl.airtable.com/Zjzg0xeTIGLhWM1kc3qA_WI_Johnson.jpg),2016-12-22 18:55:15.476965,2016-12-26 05:35:38.160538
88,,26,United States Senate,Baldwin (D-WI),Tammy Baldwin,Baldwin,Tammy,Democratic,"---
- https://www.baldwin.senate.gov/feedback
",http://www.baldwin.senate.gov/,SenatorBaldwin,senatortammybaldwin,SenatorTammyBaldwin,,,Class I,B001230,WI_Baldwin.jpg (https://dl.airtable.com/mxWhml4LQOGUroUYlshH_WI_Baldwin.jpg),2016-12-22 18:55:13.793447,2016-12-26 05:35:39.289599
85,,18,United States Senate,Sanders (I-VT),Bernard Sanders,Sanders,Bernard,Independent,"---
- http://www.sanders.senate.gov/contact/
",http://www.sanders.senate.gov/,sensanders,senatorsanders,senatorsanders,+BernieSanders,,Class I,S000033,VT_Sanders.jpg (https://dl.airtable.com/AfJdIheTr6Hmh9EVyRLg_VT_Sanders.jpg),2016-12-22 18:55:08.440453,2016-12-26 06:06:29.515421
84,,18,United States Senate,Leahy (D-VT),Patrick J. Leahy,Leahy,Patrick J.,Democratic,"---
- https://www.leahy.senate.gov/contact/
",http://www.leahy.senate.gov/,SenatorLeahy,SenatorPatrickLeahy,SenatorPatrickLeahy,,,Class III,L000174,VT_Leahy.jpg (https://dl.airtable.com/EaIBLywKQiqhWDMnP7Sc_VT_Leahy.jpg),2016-12-22 18:55:06.54424,2016-12-26 06:06:30.082851
102,109,25,United States House of Representatives AL-04,,Robert B. Aderholt,Aderholt,Robert B.,Republican,,http://aderholt.house.gov/,Robert_Aderholt,RobertAderholt,RobertAderholt,,,,,https://aderholt.house.gov/sites/aderholt.house.gov/files/documents/Aderholt%20Photo%202014.jpg,2016-12-22 19:25:20.06292,2016-12-22 19:25:20.06292
103,283,22,United States House of Representatives AZ-04,,Paul A. Gosar,Gosar,Paul A.,Republican,,http://gosar.house.gov/,repgosar,repgosar,repgosar,,,,,http://bioguide.congress.gov/bioguide/photo/G/G000565.jpg,2016-12-22 19:42:06.646128,2016-12-22 19:42:06.646128
104,,22,Governor,,Doug Ducey,Ducey,Doug,Republican,,http://www.azgovernor.gov/,dougducey,dougducey,UCi_TVbfG4I5SK6GhjYEfyVQ,,,,,http://www.azgovernor.gov/sites/default/files/styles/panopoly_image_half/public/governordougducey_0.jpg?itok=Q_wvQT7v,2016-12-22 19:42:07.74508,2016-12-22 19:42:07.74508
58,,3,United States Senate,Udall (D-NM),Tom Udall,Udall,Tom,Democratic,"---
- https://www.tomudall.senate.gov/?p=contact
",http://www.tomudall.senate.gov,SenatorTomUdall,senatortomudall,senatortomudall,,,Class II,U000039,NM_Tomudall.jpg (https://dl.airtable.com/BSfCei69TIeitSJBIq1h_NM_Tomudall.jpg),2016-12-22 18:54:30.242926,2016-12-22 19:42:24.017507
57,,3,United States Senate,Heinrich (D-NM),Martin Heinrich,Heinrich,Martin,Democratic,"---
- http://www.heinrich.senate.gov/contact
",http://www.heinrich.senate.gov/,MartinHeinrich,MartinHeinrich,SenMartinHeinrich,,,Class I,H001046,NM_Heinrich.jpg (https://dl.airtable.com/VOLB1C8Qj6vh61RA0OJg_NM_Heinrich.jpg),2016-12-22 18:54:29.303552,2016-12-22 19:42:25.177571
106,,22,Lieutenant Governor,,John Sanchez,Sanchez,John,Republican,,http://www.ltgov.state.nm.us/,LtGovSanchez,jsancheznm,,,,,,http://www.ltgov.state.nm.us/uploads/images/Publication1(1).jpg,2016-12-22 19:42:26.385953,2016-12-22 19:42:26.385953
107,243,22,United States House of Representatives AZ-01,,Ann Kirkpatrick,Kirkpatrick,Ann,Democratic,,http://kirkpatrick.house.gov/,RepKirkpatrick,RepKirkpatrick,repannkirkpatrick,,,,,http://bioguide.congress.gov/bioguide/photo/K/K000368.jpg,2016-12-22 19:42:40.310059,2016-12-22 19:42:40.310059
108,264,22,United States House of Representatives AZ-07,,Ruben Gallego,Gallego,Ruben,Democratic,,https://rubengallego.house.gov/,RubenGallego,GallegoforArizona,,,,,,http://c1.staticflickr.com/9/8567/16739620666_4e511bc2e3.jpg,2016-12-22 19:42:49.178208,2016-12-22 19:42:49.178208
109,204,22,United States House of Representatives AZ-08,,Trent Franks,Franks,Trent,Republican,,http://franks.house.gov/,RepTrentFranks,TrentFranks,RepTrentFranks,,,,,http://bioguide.congress.gov/bioguide/photo/F/F000448.jpg,2016-12-22 19:42:57.304262,2016-12-22 19:42:57.304262
110,332,22,United States House of Representatives AZ-03,,Raul M. Grijalva,Grijalva,Raul M.,Democratic,,http://grijalva.house.gov/,repraulgrijalva,Rep.Grijalva,raulgrijalvaaz07,,,,,http://grijalva.house.gov//images/user_images/OfficialPortrait.jpg,2016-12-22 19:43:09.703958,2016-12-22 19:43:09.703958
111,215,22,United States House of Representatives AZ-02,,Martha McSally,McSally,Martha,Republican,,https://mcsally.house.gov/,marthamcsally,MarthaMcSally,UCfHMG2Db0TJ_RatSBHuH8NA,,,,,https://mcsally.house.gov/sites/mcsally.house.gov/files/styles/congress_image_medium/public/wysiwyg_uploaded/az02_mcsally.jpg?itok=XDK2ccP0,2016-12-22 19:43:18.179805,2016-12-22 19:43:18.179805
112,210,22,United States House of Representatives AZ-05,,Matt Salmon,Salmon,Matt,Republican,,http://salmon.house.gov/,RepMattSalmon,RepMattSalmon,repmattsalmon,,,,,http://salmon.house.gov/sites/salmon.house.gov/files/wysiwyg_uploaded/congressman-salmon-pic_0.jpg,2016-12-22 19:44:10.364957,2016-12-22 19:44:10.364957
113,77,22,United States House of Representatives AZ-09,,Kyrsten Sinema,Sinema,Kyrsten,Democratic,,http://sinema.house.gov/,RepSinema,CongresswomanSinema,repsinema,,,,,http://bioguide.congress.gov/bioguide/photo/S/S001191.jpg,2016-12-22 19:44:52.177817,2016-12-22 19:44:52.177817
114,284,22,United States House of Representatives AZ-06,,David Schweikert,Schweikert,David,Republican,,http://schweikert.house.gov/,RepDavid,repdavidschweikert,RepDavidSchweikert,,,,,,2016-12-22 19:46:31.942558,2016-12-22 19:46:31.942558
105,,3,Governor,,Susana Martinez,Martinez,Susana,Republican,,http://governor.state.nm.us/,Gov_Martinez,SusanaMartinezFan,,,,,,http://www.governor.state.nm.us/uploads/images/Governor_Small.jpg,2016-12-22 19:42:26.190009,2016-12-22 20:02:00.837174
115,295,7,United States House of Representatives AR-03,,Steve Womack,Womack,Steve,Republican,,http://womack.house.gov/,rep_stevewomack,RepSteveWomack,CongressmanWomack,,,,,http://bioguide.congress.gov/bioguide/photo/W/W000809.jpg,2016-12-22 20:03:43.747761,2016-12-22 20:03:43.747761
116,,7,Governor,,Asa Hutchinson,Hutchinson,Asa,Republican,,http://governor.arkansas.gov/,AsaHutchinson,177813702279256,UCLJcNdgp2PMEmiqJEoYzqwQ,108301711322038225198,,,,http://governor.arkansas.gov/images/uploads/Governor_Hutchinson_Official_medium.jpg,2016-12-22 20:03:44.807792,2016-12-22 20:03:44.807792
117,,7,Lieutenant Governor,,Tim Griffin,Griffin,Tim,Republican,"---
- lg.staff@arkansas.gov
",http://ltgovernor.arkansas.gov/,LtGovTimGriffin,LtGovTimGriffin,RepTimGriffin,100556785750270727127,,,,http://static.ark.org/eethemes/site_themes/lt-gov/images/TimGriffin.png,2016-12-22 20:03:45.923907,2016-12-22 20:03:45.923907
118,309,7,United States House of Representatives AR-01,,"Eric A. ""Rick"" Crawford","""Rick"" Crawford",Eric A.,Republican,,http://crawford.house.gov/,RepRickCrawford,RepRickCrawford,RepRickCrawford,,,,,http://bioguide.congress.gov/bioguide/photo/C/C001087.jpg,2016-12-22 20:03:53.540426,2016-12-22 20:03:53.540426
119,423,7,United States House of Representatives AR-02,,J. French Hill,Hill,J. French,Republican,,https://hill.house.gov/,ElectFrench,electfrench,ElectFrench,,,,,https://hill.house.gov/sites/hill.house.gov/files/styles/congress_image_thumbnail/public/wysiwyg_uploaded/JFH-Official-Photo-114thCongress.png?itok=xogQDapG,2016-12-22 20:04:01.261881,2016-12-22 20:04:01.261881
120,235,7,United States House of Representatives AR-04,,Bruce Westerman,Westerman,Bruce,Republican,,https://westerman.house.gov/,RepWesterman,RepWesterman,UCNshPbmupCwP5a7Hi79jETQ,,,,,https://westerman.house.gov/sites/westerman.house.gov/files/wysiwyg_uploaded/westerman_official.jpg,2016-12-22 20:04:22.797971,2016-12-22 20:04:22.797971
9,,54,United States Senate,Feinstein (D-CA),Dianne Feinstein,Feinstein,Dianne,Democratic,"---
- https://www.feinstein.senate.gov/public/index.cfm/e-mail-me
",http://www.feinstein.senate.gov,SenFeinstein,SenatorFeinstein,SenatorFeinstein,,,Class I,F000062,CA_Feinstein.jpg (https://dl.airtable.com/biqdsvZ9RIm7GRrsYdpk_CA_Feinstein.jpg),2016-12-22 18:53:09.165421,2016-12-22 20:16:21.996838
121,299,54,United States House of Representatives CA-43,,Maxine Waters,Waters,Maxine,Democratic,,http://waters.house.gov/,MaxineWaters,MaxineWaters,MaxineWaters,,,,,http://bioguide.congress.gov/bioguide/photo/W/W000187.jpg,2016-12-22 20:16:22.997007,2016-12-22 20:16:22.997007
122,,54,United States Senate,,Barbara Boxer,Boxer,Barbara,Democratic,,http://www.boxer.senate.gov/,SenatorBoxer,senatorboxer,SenatorBoxer,,,,,http://bioguide.congress.gov/bioguide/photo/B/B000711.jpg,2016-12-22 20:16:24.146463,2016-12-22 20:16:24.146463
123,,54,Governor,,Edmund G. Brown Jr.,Brown Jr.,Edmund G.,Democratic,,http://gov.ca.gov/home.php,JerryBrownGov,jerrybrown,,+JerryBrown,,,,,2016-12-22 20:16:25.130413,2016-12-22 20:16:25.130413
124,,54,Lieutenant Governor,,Gavin Newsom,Newsom,Gavin,Democratic,"---
- gavin@gavinnewsom.com
",http://www.ltg.ca.gov/,gavinnewsom,GavinNewsom,,,,,,http://www.ltg.ca.gov/images/newsimages/i2.png,2016-12-22 20:16:26.028428,2016-12-22 20:16:26.028428
125,31,54,United States House of Representatives CA-50,,Duncan Hunter,Hunter,Duncan,Republican,,http://hunter.house.gov/,Rep_Hunter,DuncanHunter,CongressmanHunter,,,,,http://bioguide.congress.gov/bioguide/photo/H/H001048.jpg,2016-12-22 20:16:33.10034,2016-12-22 20:16:33.10034
126,42,54,United States House of Representatives CA-08,,Paul Cook,Cook,Paul,Republican,,http://cook.house.gov/,RepPaulCook,RepPaulCook,RepPaulCook,,,,,http://cook.house.gov/sites/cook.house.gov/files/wysiwyg_uploaded/Paul-Cook.jpg,2016-12-22 20:16:40.981841,2016-12-22 20:16:40.981841
127,41,54,United States House of Representatives CA-49,,Darrell E. Issa,Issa,Darrell E.,Republican,,http://issa.house.gov/,darrellissa,darrellissa,repdarrellissa,,,,,http://bioguide.congress.gov/bioguide/photo/I/I000056.jpg,2016-12-22 20:16:54.429138,2016-12-22 20:16:54.429138
128,148,54,United States House of Representatives CA-18,,Anna G. Eshoo,Eshoo,Anna G.,Democratic,,http://eshoo.house.gov/,RepAnnaEshoo,RepAnnaEshoo,RepAnnaEshoo,,,,,http://eshoo.house.gov/wp-content/uploads/2014/07/Congresswoman_Anna_Eshoo-199x300.jpg,2016-12-22 20:17:02.028966,2016-12-22 20:17:02.028966
129,424,54,United States House of Representatives CA-01,,Doug LaMalfa,LaMalfa,Doug,Republican,,http://lamalfa.house.gov/,RepLaMalfa,RepLaMalfa,RepLaMalfa,,,,,http://bioguide.congress.gov/bioguide/photo/L/L000578.jpg,2016-12-22 20:17:09.917912,2016-12-22 20:17:09.917912
130,252,54,United States House of Representatives CA-33,,Ted Lieu,Lieu,Ted,Democratic,,https://lieu.house.gov/,RepTedLieu,RepTedLieu,,,,,,http://bioguide.congress.gov/bioguide/photo/L/L000582.jpg,2016-12-22 20:17:18.520383,2016-12-22 20:17:18.520383
131,270,54,United States House of Representatives CA-45,,Mimi Walters,Walters,Mimi,Republican,,https://walters.house.gov/,RepMimiWalters,RepMimiWalters,UCyFubcwlZVLVLg-T-2PuooQ,,,,,http://bioguide.congress.gov/bioguide/photo/W/W000820.jpg,2016-12-22 20:17:26.06331,2016-12-22 20:17:26.06331
132,382,54,United States House of Representatives CA-09,,Jerry McNerney,McNerney,Jerry,Democratic,,http://mcnerney.house.gov/,RepMcNerney,jerrymcnerney,RepJerryMcNerney,,,,,http://mcnerney.house.gov/sites/mcnerney.house.gov/files/styles/congress_image_medium/public/wysiwyg_uploaded/McNerney%20Official%20Photo.jpg?itok=Wpa_51-y,2016-12-22 20:17:33.835889,2016-12-22 20:17:33.835889
133,219,54,United States House of Representatives CA-26,,Julia Brownley,Brownley,Julia,Democratic,,http://juliabrownley.house.gov/,JuliaBrownley26,RepJuliaBrownley,RepJuliaBrownley,,,,,http://bioguide.congress.gov/bioguide/photo/B/B001285.jpg,2016-12-22 20:17:41.561176,2016-12-22 20:17:41.561176
134,320,54,United States House of Representatives CA-02,,Jared Huffman,Huffman,Jared,Democratic,,http://huffman.house.gov/,RepHuffman,RepHuffman,RepHuffman,,,,,http://bioguide.congress.gov/bioguide/photo/H/H001068.jpg,2016-12-22 20:17:49.384603,2016-12-22 20:17:49.384603
135,325,54,United States House of Representatives CA-38,,Linda T. Sanchez,Sanchez,Linda T.,Democratic,,http://lindasanchez.house.gov/,replindasanchez,CongresswomanLindaSanchez,LindaTSanchez,,,,,http://bioguide.congress.gov/bioguide/photo/S/S001156.jpg,2016-12-22 20:18:00.678454,2016-12-22 20:18:00.678454
136,121,54,United States House of Representatives CA-24,,Lois Capps,Capps,Lois,Democratic,,http://capps.house.gov/,RepLoisCapps,loiscapps,reploiscapps,,,,,http://bioguide.congress.gov/bioguide/photo/C/C001036.jpg,2016-12-22 20:18:08.543836,2016-12-22 20:18:08.543836
137,348,54,United States House of Representatives CA-25,,Stephen Knight,Knight,Stephen,Republican,,https://knight.house.gov/,SteveKnight25,,,,,,,https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xpf1/t31.0-8/s960x960/1978374_557405714362278_4417367994886472072_o.jpg,2016-12-22 20:18:23.163761,2016-12-22 20:18:23.163761
138,208,54,United States House of Representatives CA-05,,Mike Thompson,Thompson,Mike,Democratic,,http://mikethompson.house.gov/,RepThompson,RepMikeThompson,CongressmanMThompson,,,,,http://bioguide.congress.gov/bioguide/photo/T/T000460.jpg,2016-12-22 20:18:30.925104,2016-12-22 20:18:30.925104
139,50,54,United States House of Representatives CA-04,,Tom McClintock,McClintock,Tom,Republican,,http://mcclintock.house.gov/,RepMcClintock,81125319109,McClintockCA04,,,,,http://mcclintock.house.gov/sites/mcclintock.house.gov/files/wysiwyg_uploaded/McCPhoto.JPG,2016-12-22 20:19:00.369978,2016-12-22 20:19:00.369978
140,311,54,United States House of Representatives CA-03,,John Garamendi,Garamendi,John,Democratic,,http://garamendi.house.gov/,RepGaramendi,repgaramendi,garamendiCA10,,,,,http://bioguide.congress.gov/bioguide/photo/G/G000559.jpg,2016-12-22 20:19:07.859265,2016-12-22 20:19:07.859265
141,230,54,United States House of Representatives CA-10,,Jeff Denham,Denham,Jeff,Republican,,http://denham.house.gov/,RepJeffDenham,RepJeffDenham,repjeffdenham,,,,,http://bioguide.congress.gov/bioguide/photo/D/D000612.jpg,2016-12-22 20:19:28.724991,2016-12-22 20:19:28.724991
142,355,54,United States House of Representatives CA-30,,Brad Sherman,Sherman,Brad,Democratic,,http://bradsherman.house.gov/,BradSherman,63158229861,shermanca27,,,,,http://bioguide.congress.gov/bioguide/photo/S/S000344.jpg,2016-12-22 20:19:36.337058,2016-12-22 20:19:36.337058
143,301,54,United States House of Representatives CA-28,,Adam B. Schiff,Schiff,Adam B.,Democratic,,http://schiff.house.gov/,RepAdamSchiff,RepAdamSchiff,RepAdamSchiff,,,,,http://bioguide.congress.gov/bioguide/photo/S/S001150.jpg,2016-12-22 20:19:51.241292,2016-12-22 20:19:51.241292
144,114,54,United States House of Representatives CA-47,,Alan S. Lowenthal,Lowenthal,Alan S.,Democratic,,http://lowenthal.house.gov/,RepLowenthal,RepLowenthal,RepLowenthal,,,,,http://lowenthal.house.gov/UploadedPhotos/MediumResolution/1fcadddb-5064-497d-8e25-67a72ed3e6a2.jpg,2016-12-22 20:20:39.365432,2016-12-22 20:20:39.365432
145,428,54,United States House of Representatives CA-06,,Doris O. Matsui,Matsui,Doris O.,Democratic,,http://matsui.house.gov/,dorismatsui,doris.matsui,RepDorisMatsui,,,,,http://bioguide.congress.gov/bioguide/photo/M/M001163.jpg,2016-12-22 20:21:14.534961,2016-12-22 20:21:14.534961
146,303,54,United States House of Representatives CA-46,,Loretta Sanchez,Sanchez,Loretta,Democratic,,http://lorettasanchez.house.gov/,lorettasanchez,LorettaSanchez,LorettaSanchezLive,,,,,http://bioguide.congress.gov/bioguide/photo/S/S000030.jpg,2016-12-22 20:22:10.012491,2016-12-22 20:22:10.012491
147,310,54,United States House of Representatives CA-13,,Barbara Lee,Lee,Barbara,Democratic,,http://lee.house.gov/,repbarbaralee,RepBarbaraLee,RepLee,,,,,http://bioguide.congress.gov/bioguide/photo/L/L000551.jpg,2016-12-22 20:22:21.546626,2016-12-22 20:22:21.546626
148,153,54,United States House of Representatives CA-31,,Pete Aguilar,Aguilar,Pete,Democratic,,https://aguilar.house.gov/,reppeteaguilar,reppeteaguilar,,,,,,https://aguilar.house.gov/sites/aguilar.house.gov/files/styles/congress_image_medium/public/wysiwyg_uploaded/Headshot_0.jpg?itok=LSt7qkOV,2016-12-22 20:22:30.002606,2016-12-22 20:22:30.002606
149,88,54,United States House of Representatives CA-53,,Susan A. Davis,Davis,Susan A.,Democratic,,http://www.house.gov/susandavis/,RepSusanDavis,RepSusanDavis,,,,,,http://susandavis.house.gov/sites/susandavis.house.gov/files/styles/congress_image_medium/public/Official%20Photo.jpg?itok=yZbP0S6W,2016-12-22 20:22:37.819218,2016-12-22 20:22:37.819218
150,347,54,United States House of Representatives CA-48,,Dana Rohrabacher,Rohrabacher,Dana,Republican,,http://rohrabacher.house.gov/,DanaRohrabacher,danarohrabacher,,107199266645321436121,,,,http://bioguide.congress.gov/bioguide/photo/R/R000409.jpg,2016-12-22 20:22:47.03239,2016-12-22 20:22:47.03239
151,225,54,United States House of Representatives CA-52,,Scott H. Peters,Peters,Scott H.,Democratic,,http://scottpeters.house.gov/,RepScottPeters,CongressmanScottPeters,repscottpeters,118289012365276609988,,,,http://bioguide.congress.gov/bioguide/photo/P/P000608.jpg,2016-12-22 20:23:47.030412,2016-12-22 20:23:47.030412
152,247,54,United States House of Representatives CA-35,,Norma J. Torres,Torres,Norma J.,Democratic,,https://torres.house.gov/,NormaJTorres,RepNormaTorres,UCvWY4qKP6--o3pIJY7hhKDg,,,,,https://torres.house.gov/sites/torres.house.gov/files/styles/congress_image_thumbnail/public/Official%20Photo.jpg?itok=Jv6Esx0s,2016-12-22 20:24:04.530885,2016-12-22 20:24:04.530885
153,268,54,United States House of Representatives CA-39,,Edward R. Royce,Royce,Edward R.,Republican,,http://royce.house.gov/,RepEdRoyce,EdRoyce,RepEdRoyce,,,,,http://royce.house.gov/UploadedFiles/EdwardRoyce-colorheadshot1.jpg,2016-12-22 20:24:43.45636,2016-12-22 20:24:43.45636
154,32,54,United States House of Representatives CA-16,,Jim Costa,Costa,Jim,Democratic,,http://costa.house.gov/,repjimcosta,RepJimCosta,RepJimCostaCA20,,,,,http://bioguide.congress.gov/bioguide/photo/C/C001059.jpg,2016-12-22 20:24:59.082357,2016-12-22 20:24:59.082357
155,298,54,United States House of Representatives CA-34,,Xavier Becerra,Becerra,Xavier,Democratic,,http://becerra.house.gov/,repbecerra,XavierBecerra,XavierBecerra,101792748296125360291,,,,,2016-12-22 20:25:15.97043,2016-12-22 20:25:15.97043
156,154,54,United States House of Representatives CA-21,,David G. Valadao,Valadao,David G.,Republican,,http://valadao.house.gov/,RepDavidValadao,CongressmanDavidValadao,congressmanvaladao,,,,,http://bioguide.congress.gov/bioguide/photo/V/V000129.jpg,2016-12-22 20:25:30.525349,2016-12-22 20:25:30.525349
157,297,54,United States House of Representatives CA-23,,Kevin McCarthy,McCarthy,Kevin,Republican,,http://kevinmccarthy.house.gov/,GOPWhip,CongressmanKevinMcCarthy,RepKevinMcCarthy,,,,,http://bioguide.congress.gov/bioguide/photo/M/M001165.jpg,2016-12-22 20:25:38.027506,2016-12-22 20:25:38.027506
158,329,54,United States House of Representatives CA-17,,Michael M. Honda,Honda,Michael M.,Democratic,,http://honda.house.gov/,repmikehonda,RepMikeHonda,RepMikeHonda,+mikehonda,,,,http://bioguide.congress.gov/bioguide/photo/H/H001034.jpg,2016-12-22 20:25:52.403055,2016-12-22 20:25:52.403055
159,87,54,United States House of Representatives CA-15,,Eric Swalwell,Swalwell,Eric,Democratic,,http://swalwell.house.gov/,RepSwalwell,CongressmanEricSwalwell,ericswalwell,,,,,http://bioguide.congress.gov/bioguide/photo/S/S001193.jpg,2016-12-22 20:26:42.51977,2016-12-22 20:26:42.51977
